"Jul 16, 2020","WAL-MART #2582 CLINTON NJ","12.29","","Merchandise"
"Jul 12, 2020","GREAT WALL SUPERMARKET FLUSHING NY","82.68","","Merchandise"
"Jul 11, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","48.12","","Merchandise"
"Jul 05, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","41.21","","Merchandise"
"Jun 30, 2020","GREAT WALL SUPERMARKET FLUSHING NY","59.84","","Merchandise"
"Jun 27, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","37.11","","Merchandise"
"Jun 25, 2020","TJ MAXX #405 CLINTON NJ","29.32","","Merchandise"
"Jun 25, 2020","SHOPRITE CLINTON S1 CLINTON NJ","53.95","","Merchandise"
"Jun 21, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","24.21","","Merchandise"
"Jun 20, 2020","GREAT WALL SUPERMARKET FLUSHING NY","107.74","","Merchandise"
"Jun 18, 2020","SHOPRITE CLINTON S1 CLINTON NJ","82","","Merchandise"
"Jun 13, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","47.1","","Merchandise"
"Jun 06, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","40.14","","Merchandise"
"May 30, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","34.23","","Merchandise"
"May 28, 2020","WAL-MART #2582 CLINTON NJ","78.29","","Merchandise"
"May 24, 2020","GREAT WALL SUPERMARKET FLUSHING NY","35.41","","Merchandise"
"May 23, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","35.09","","Merchandise"
"May 16, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","39.76","","Merchandise"
"May 16, 2020","99 RANCH #1601 EDISON NJ","340.1","","Merchandise"
"May 10, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","75.7","","Merchandise"
"May 02, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","57.87","","Merchandise"
"Apr 25, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","47.15","","Merchandise"
"Apr 18, 2020","THE HOME DEPOT #0962 BRIDGEWATER NJ","","-7.43","Merchandise"
"Apr 18, 2020","THE HOME DEPOT #0947 BRIDGEWATER NJ","7.43","","Merchandise"
"Apr 18, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","74.25","","Merchandise"
"Apr 05, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","37.05","","Merchandise"
"Mar 31, 2020","GRFRESHMARKET.COM 917-833-5126","145.5","","Merchandise"
"Mar 28, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","54.12","","Merchandise"
"Mar 28, 2020","99 RANCH #1601 EDISON NJ","207.73","","Merchandise"
"Mar 21, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","66.68","","Merchandise"
"Mar 15, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","46.26","","Merchandise"
"Mar 10, 2020","WAL-MART #2582 CLINTON NJ","40.82","","Merchandise"
"Mar 08, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","40.14","","Merchandise"
"Mar 08, 2020","99 RANCH #1601 EDISON NJ","153.15","","Merchandise"
"Mar 01, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","28.05","","Merchandise"
"Mar 01, 2020","99 RANCH #1601 EDISON NJ","189.08","","Merchandise"
"Feb 23, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","47.96","","Merchandise"
"Feb 16, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","42.88","","Merchandise"
"Feb 16, 2020","99 RANCH #1601 EDISON NJ","120.86","","Merchandise"
"Feb 12, 2020","SHOPRITE CLINTON S1 CLINTON","43.82","","Merchandise"
"Feb 09, 2020","J MART GROUP INC FLUSHING NY","31.54","","Merchandise"
"Feb 09, 2020","Y.L.L. HIGHCLASS HEALT FLUSHING NY","46","","Merchandise"
"Feb 02, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","35.69","","Merchandise"
"Feb 02, 2020","99 RANCH #1601 EDISON NJ","155.03","","Merchandise"
"Jan 26, 2020","MACYS FLUSHING FLUSHING NY","","-3,048.5","Merchandise"
"Jan 25, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","50.7","","Merchandise"
"Jan 19, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","58.17","","Merchandise"
"Jan 19, 2020","99 RANCH #1601 EDISON NJ","233.48","","Merchandise"
"Jan 12, 2020","SHOPRITE OLD POST S1 EDISON NJ","30.21","","Merchandise"
"Jan 12, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","43.42","","Merchandise"
"Jan 12, 2020","99 RANCH #1601 EDISON NJ","123.02","","Merchandise"
"Jan 05, 2020","TRADER JOE'S #614 BRIDGEWATER NJ","44.04","","Merchandise"
"Jan 05, 2020","99 RANCH #1601 EDISON NJ","147.7","","Merchandise"
"Jan 12, 2020","SHIMON AND SARA BIRNBA 9087256994 NJ","180","","Organizations"
"Mar 05, 2020","MTA*LIRR STATION TIX JAMAICA NY","7.75","","Other Travel"
"Mar 05, 2020","NJT RAIL MY-TIX 5001 NEWARK","28","","Other Travel"
"Feb 09, 2020","MTA*LIRR STATION TIX JAMAICA NY","4.5","","Other Travel"
"Feb 08, 2020","LYFT *CANCEL FEE SAN FRANCISCO","6","","Other Travel"
"Feb 08, 2020","LYFT *RIDE SAT 2PM SAN FRANCISCO","9.73","","Other Travel"
"Feb 07, 2020","LYFT *RIDE FRI 5AM SAN FRANCISCO","9.62","","Other Travel"
"Feb 07, 2020","LYFT *RIDE FRI 9PM SAN FRANCISCO","10.32","","Other Travel"
"Feb 06, 2020","MTA*LIRR STATION TIX JAMAICA NY","26","","Other Travel"
"Feb 06, 2020","NJT RAIL MY-TIX 5001 NEWARK","28","","Other Travel"
"Jan 26, 2020","MTA*LIRR STATION TIX JAMAICA NY","4.5","","Other Travel"
"Jan 25, 2020","MTA*METROCARD MACHINE NEW YORK NY","33","","Other Travel"
"Jan 25, 2020","NJT RAIL MY-TIX 5001 NEWARK","28","","Other Travel"
"Jan 03, 2020","NJT RAIL MY-TIX 5001 NEWARK","28","","Other Travel"
"Dec 31, 2020","SARKU JAPAN 085 BRIDGEWATER NJ","8.73","","Restaurants"
"Dec 31, 2020","SARKU JAPAN SUSHI BAR BRIDGEWATER NJ","9.48","","Restaurants"
"Dec 26, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","10","","Restaurants"
"Dec 09, 2020","USA*CANTEEN AVENEL NJ","2.1","","Restaurants"
"Dec 09, 2020","USA*CANTEEN VENDING SOMERVILLE NJ","2.7","","Restaurants"
"Nov 24, 2020","TST* SUNMERRY BAKERY EDISON NJ","14.93","","Restaurants"
"Nov 15, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","8.72","","Restaurants"
"Oct 25, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","4.36","","Restaurants"
"Oct 19, 2020","MCDONALD'S F32514 SOMERVILLE NJ","4.36","","Restaurants"
"Oct 18, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","4.89","","Restaurants"
"Sep 26, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","9.79","","Restaurants"
"Sep 20, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","4.36","","Restaurants"
"Sep 13, 2020","USCONNECT CULVV VEND N UNION NJ","1.25","","Restaurants"
"Sep 13, 2020","USCONNECT CULVV VEND N UNION NJ","1.25","","Restaurants"
"Sep 13, 2020","USCONNECT CULVV VEND N UNION NJ","1.5","","Restaurants"
"Sep 06, 2020","CRUZ BAY CAFE BELMAR NJ","11","","Restaurants"
"Sep 05, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","6.27","","Restaurants"
"Aug 23, 2020","BLUBES SPRING LAKE NJ","17.17","","Restaurants"
"Aug 13, 2020","EXXON CLINTON 10197929 ANNANDALE NJ","6.29","","Restaurants"
"Aug 08, 2020","DUNKIN #339397 Q35 BASKING RIDGE NJ","6.92","","Restaurants"
"Jul 07, 2020","MCDONALD'S F32514 SOMERVILLE NJ","6.48","","Restaurants"
"Jun 29, 2020","MCDONALD'S F32514 SOMERVILLE NJ","6.48","","Restaurants"
"Apr 03, 2020","PANERA BREAD #601500 6 BASKING RIDGE","9.67","","Restaurants"
"Mar 10, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.78","","Restaurants"
"Mar 08, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","12.02","","Restaurants"
"Mar 06, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.62","","Restaurants"
"Mar 04, 2020","EXXON CLINTON 197929 9 ANNANDALE","2.15","","Restaurants"
"Mar 04, 2020","EXXON CLINTON 197929 9 ANNANDALE","2.86","","Restaurants"
"Mar 02, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.73","","Restaurants"
"Mar 01, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","12.02","","Restaurants"
"Feb 29, 2020","PANERA BREAD #601500 BASKING RIDGE NJ","14.48","","Restaurants"
"Feb 28, 2020","EXXON CLINTON 197929 9 ANNANDALE","1.21","","Restaurants"
"Feb 25, 2020","EXXON CLINTON 197929 9 ANNANDALE","5.93","","Restaurants"
"Feb 23, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","11.16","","Restaurants"
"Feb 22, 2020","PANERA BREAD #601500 0 BASKING RIDGE","13.31","","Restaurants"
"Feb 21, 2020","EXXON CLINTON 197929 9 ANNANDALE","5.48","","Restaurants"
"Feb 19, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.62","","Restaurants"
"Feb 16, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","10.96","","Restaurants"
"Feb 13, 2020","EXXON CLINTON 197929 9 ANNANDALE","5.85","","Restaurants"
"Feb 12, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.62","","Restaurants"
"Feb 11, 2020","EXXON CLINTON 197929 9 ANNANDALE","5.7","","Restaurants"
"Feb 08, 2020","NEWYORK-PRESBYTERIAN/Q FLUSHING NY","6.26","","Restaurants"
"Feb 08, 2020","NEWYORK-PRESBYTERIAN/Q FLUSHING NY","9.15","","Restaurants"
"Feb 07, 2020","NEW YORK PRESBYTERIAN FLUSHING","8.38","","Restaurants"
"Feb 05, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.78","","Restaurants"
"Feb 04, 2020","EXXON CLINTON 197929 9 ANNANDALE","6.61","","Restaurants"
"Feb 03, 2020","EXXON CLINTON 197929 9 ANNANDALE","2.86","","Restaurants"
"Feb 02, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","10.96","","Restaurants"
"Jan 31, 2020","EXXON CLINTON 197929 9 ANNANDALE","4.62","","Restaurants"
"Jan 28, 2020","EXXON CLINTON 197929 9 ANNANDALE","6.08","","Restaurants"
"Jan 25, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","10.96","","Restaurants"
"Jan 24, 2020","EXXON CLINTON 197929 9 ANNANDALE","5.7","","Restaurants"
"Jan 22, 2020","EXXON CLINTON 197929 9 ANNANDALE","6.69","","Restaurants"
"Jan 12, 2020","PANERA BREAD #606097 K EDISON NJ","15.97","","Restaurants"
"Jan 05, 2020","MCDONALD'S F23375 BRIDGEWATER NJ","11.17","","Restaurants"
"Dec 15, 2020","USPS PO 3304661414 BASKING RIDGE NJ","4.49","","Services"
"Nov 07, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Oct 28, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Oct 08, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Sep 28, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Sep 08, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Aug 29, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Aug 09, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Jul 30, 2020","US MOBILE*US MOBILE WHITE PLAINS,","9.07","","Services"
"Jul 12, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Jun 30, 2020","US MOBILE*US MOBILE WHITE PLAINS,","5","","Services"
"Jun 30, 2020","US MOBILE*US MOBILE WHITE PLAINS,","9.07","","Services"
"Jun 19, 2020","US MOBILE*US MOBILE WHITE PLAINS,","3","","Services"
"May 31, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"May 01, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Apr 20, 2020","US MOBILE*US MOBILE WHITE PLAINS,","4","","Services"
"Apr 04, 2020","US MOBILE*US MOBILE WHITE PLAINS,","8.57","","Services"
"Oct 11, 2020","WAWA 8341 00083410 BRIDGEWATER T NJ","37.39","","Vehicle Services"
"Aug 09, 2020","WAWA 8341 00083410 BRIDGEWATER T NJ","33.28","","Vehicle Services"
"Aug 07, 2020","NYCDOT PARKING METERS LONG IS CITY NY","1","","Vehicle Services"
"Aug 07, 2020","61623 - QUEENS PLACE ELMHURST NY","16","","Vehicle Services"
"Aug 01, 2020","NYCDOT PARKING METERS LONG IS CITY NY","2","","Vehicle Services"
"Aug 01, 2020","NYCDOT PARKING METERS LONG IS CITY NY","3","","Vehicle Services"
"Jun 30, 2020","NYCDOT PARKING METERS LONG IS CITY NY","4","","Vehicle Services"
"Jun 30, 2020","NYCDOT PARKING METERS LONG IS CITY NY","4","","Vehicle Services"
"Jun 30, 2020","NY HOSP MED CNT QUEENS FLUSHING NY","12","","Vehicle Services"
"Jun 20, 2020","NYCDOT PARKING METERS LONG IS CITY NY","2.25","","Vehicle Services"
"Jun 20, 2020","NYCDOT PARKING METERS LONG IS CITY NY","4","","Vehicle Services"
"Apr 01, 2020","NYCDOT PARKING METERS LONG IS CITY NY","4","","Vehicle Services"
"Mar 30, 2020","NYCDOT PARKING METERS LONG IS CITY NY","10.75","","Vehicle Services"
"Mar 29, 2020","REGO CENTER 2 REGO PARK NY","2","","Vehicle Services"
"Mar 05, 2020","NJ TRANSIT LYONS BASKING RIDGE PA","2","","Vehicle Services"
"Jan 03, 2020","NJ TRANSIT LYONS BASKING RIDGE PA","2","","Vehicle Services"
