Cleared,10/05/2019,"99 RANCH #1601 EDISON NJ",105.97,
Cleared,09/30/2019,"NYCDOT PARKING METERS LONG IS CITY NY",2.00,
Cleared,09/29/2019,"WAL-MART #2582 CLINTON NJ",28.62,
Cleared,09/28/2019,"MCDONALD'S F23375 BRIDGEWATER NJ",15.52,
Cleared,09/28/2019,"99 RANCH #1601 EDISON NJ",201.71,
Cleared,09/27/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",4.70,
Cleared,09/15/2019,"MCDONALD'S F23375 BRIDGEWATER NJ",10.75,
Cleared,09/15/2019,"TJ MAXX #870 BRIDGEWATER NJ",55.63,
Cleared,09/15/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",80.17,
Cleared,09/14/2019,"RITE AID STORE - 2614 BASKING RIDGE NJ",7.99,
Cleared,09/14/2019,"WAL-MART #2582 CLINTON NJ",78.79,
Cleared,09/08/2019,"NEW YORK DUN HUANG INC BROOKLYN NY",22.70,
Cleared,09/07/2019,"99 RANCH #1601 EDISON NJ",5.40,
Cleared,09/07/2019,"WAWA 8341 00083410 BRIDGEWATER T NJ",40.10,
Cleared,09/07/2019,"99 RANCH #1601 EDISON NJ",101.62,
Cleared,09/03/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",2.04,
Cleared,09/03/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",2.78,
Cleared,09/01/2019,"MCDONALD'S F23375 BRIDGEWATER NJ",17.23,
Cleared,09/01/2019,"99 RANCH #1601 EDISON NJ",200.65,
Cleared,08/31/2019,"CRAYOLA EXPERIENCE EASTON PA",8.39,
Cleared,08/31/2019,"PINE ST. GARAGE EASTON PA",9.00,
Cleared,08/31/2019,"CRAYOLA EXPERIENCE EASTON PA",31.49,
Cleared,08/30/2019,"VENETO RISTORANTE BASKING RIDGE NJ",5.48,
Cleared,08/30/2019,"TJ MAXX #870 BRIDGEWATER NJ",19.99,
Cleared,08/28/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",4.69,
Cleared,08/27/2019,"UNIVERSITY CHILDRENS E E BRUNSWICK NJ",40.00,
Cleared,08/27/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",1.92,
Cleared,08/26/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",4.69,
Cleared,08/25/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",86.23,
Cleared,08/23/2019,"HUNTERDON FAMILY DENTA LEBANON NJ",87.40,
Cleared,08/23/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",1.21,
Cleared,08/20/2019,"HUNTERDON PEDIATRIC AS CLINTON NJ",20.00,
Cleared,08/19/2019,"BOB PHILLIPS AUTO LLC ANNANDALE NJ",103.28,
Cleared,08/18/2019,"UNIQLO BRIDGEWATER #39 BRIDGEWATER NJ",16.90,
Cleared,08/18/2019,"AFM OF NORTH PLAINFIEL NORTH PLAINFI NJ",128.83,
Cleared,08/16/2019,"WAL-MART #2582 CLINTON NJ",46.34,
Cleared,08/10/2019,"99 RANCH #1601 EDISON NJ",4.05,
Cleared,08/10/2019,"99 RANCH #1601 EDISON NJ",11.85,
Cleared,08/10/2019,"99 RANCH #1601 EDISON NJ",105.22,
Cleared,08/08/2019,"WAL-MART #2582 CLINTON NJ",74.41,
Cleared,08/06/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",8.71,
Cleared,08/04/2019,"CVS/PHARMACY #06063 BEDMINSTER NJ",10.61,
Cleared,08/04/2019,"GATEWAY FRONTLINE SERV MORRISTOWN NJ",4.00,
Cleared,08/03/2019,"PANERA BREAD #601492 PISCATAWAY NJ",23.10,
Cleared,08/03/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",112.06,
Cleared,07/31/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",1.90,
Cleared,07/28/2019,"TST* SUNMERRY BAKERY EDISON NJ",37.73,
Cleared,07/27/2019,"99 RANCH #1601 EDISON NJ",10.66,
Cleared,07/27/2019,"99 RANCH #1601 EDISON NJ",123.17,
Cleared,07/27/2019,"RAYMOUR & FLANIGAN A0 NORTH PLAINFI NJ",1837.03,
Cleared,07/24/2019,"SHOPRITE CLINTON S1 CLINTON NJ",91.07,
Cleared,07/23/2019,"HUNTERDON PEDIATRIC AS CLINTON NJ",25.00,
Cleared,07/23/2019,"ADVOCARE PEDIATRIC EYE MORRISTOWN NJ",40.00,
Cleared,07/23/2019,"PEDIATRIC EYE PHYSICIA MORRISTOWN NJ",80.00,
Cleared,07/21/2019,"99 RANCH #1601 EDISON NJ",151.92,
Cleared,07/17/2019,"SMITHS FOOD #4182 ROCK SPRINGS WY",11.82,
Cleared,07/16/2019,"SMITHS FOOD #4182 ROCK SPRINGS WY",16.84,
Cleared,07/15/2019,"DELTA 00601539415861 ATLANTA GANAME: PASSENGER/ONBOA DEPART:07/15/2019 PDK TO PDK: DL: CLASS:X : STOP: O",2.00,
Cleared,07/15/2019,"WAL-MART #1461 ROCK SPRINGS WY",10.21,
Cleared,07/14/2019,"TARGET 00012245 BRIDGEWATER NJ",2.93,
Cleared,07/14/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",135.69,
Cleared,07/12/2019,"CHU S CAFE BASKING RIDGE NJ",51.10,
Cleared,07/12/2019,"CHU S CAFE BASKING RIDGE NJ",65.40,
Cleared,07/08/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",1.67,
Cleared,07/07/2019,"PANERA BREAD #601492 PISCATAWAY NJ",15.97,
Cleared,07/07/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",39.82,
Cleared,07/06/2019,"HUNTERDON PEDIATRIC AS FLEMINGTON NJ",25.00,
Cleared,07/05/2019,"PANERA BREAD #601500 BASKING RIDGE NJ",18.52,
Cleared,07/05/2019,"WAL-MART #2582 CLINTON NJ",25.85,
Cleared,07/04/2019,"HAAGEN DAZS 1150 BRIDGEWATER NJ",9.75,
Cleared,07/04/2019,"UNIQLO BRIDGEWATER #39 BRIDGEWATER NJ",11.80,
Cleared,07/02/2019,"aliexpress San Mateo CA",11.75,
Cleared,06/30/2019,"MCDONALD'S F23375 BRIDGEWATER NJ",18.30,
Cleared,06/30/2019,"99 RANCH #1601 EDISON NJ",161.73,
Cleared,06/29/2019,"TJ MAXX #405 CLINTON NJ",7.99,
Cleared,06/29/2019,"SHOPRITE CLINTON S1 CLINTON NJ",123.58,
Cleared,06/26/2019,"SHOPRITE CLINTON S1 CLINTON NJ",50.78,
Cleared,06/23/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",3.99,
Cleared,06/23/2019,"PANERA BREAD #601492 PISCATAWAY NJ",26.09,
Cleared,06/23/2019,"AFM OF PISCATAWAY PISCATAWAY NJ",107.75,
Cleared,06/22/2019,"HAAGEN DAZS 1150 BRIDGEWATER NJ",8.00,
Cleared,06/22/2019,"LUSH BRIDGEWTR CMN (72 BRIDGEWATER NJ",15.94,
Cleared,06/22/2019,"TJ MAXX #405 CLINTON NJ",42.24,
Cleared,06/22/2019,"SHOPRITE CLINTON S1 CLINTON NJ",65.40,
Cleared,06/18/2019,"HUNTERDON PEDIATRIC AS CLINTON NJ",25.00,
Cleared,06/16/2019,"CHUNG SOL GARDEN EDISON NJ",32.70,
Cleared,06/16/2019,"99 RANCH #1601 EDISON NJ",140.73,
Cleared,06/15/2019,"WAL-MART #2582 CLINTON NJ",19.74,
Cleared,06/15/2019,"SHOPRITE CLINTON S1 CLINTON NJ",59.72,
Cleared,06/11/2019,"RAY CATENA OF BRIDGEWA BRIDGEWATER NJ",47.94,
Cleared,06/11/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",5.90,
Cleared,06/08/2019,"BOURBON ST WINE & SPIR CLINTON NJ",49.02,
Cleared,06/08/2019,"SHOPRITE CLINTON S1 CLINTON NJ",64.85,
Cleared,06/02/2019,"99 RANCH #1601 EDISON NJ",0.80,
Cleared,06/02/2019,"UNIQLO BRIDGEWATER #39 BRIDGEWATER NJ",19.90,
Cleared,06/02/2019,"PENANG STREET SOUTHEAS EDISON NJ",22.37,
Cleared,06/02/2019,"99 RANCH #1601 EDISON NJ",120.02,
Cleared,05/31/2019,"WAL-MART #2582 CLINTON NJ",12.40,
Cleared,05/30/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",6.39,
Cleared,05/29/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",6.13,
Cleared,05/26/2019,"SPEEDWAY 03458 CLINTON NJ",16.50,
Cleared,05/26/2019,"MARRIOTT LONG ISL F&B UNIONDALE NY PHONE NUMBER: 5167943800 FOLIO NUMBER: M14815 ARRIVE: 05/26/2019 DEPART:05/26/2019",3.25,
Cleared,05/24/2019,"TARGET 00012245 BRIDGEWATER NJ",30.75,
Cleared,05/22/2019,"MCDONALD'S F11829 CLINTON NJ",3.19,
Cleared,05/19/2019,"NOODLE PLUS. EDISON NJ",28.36,
Cleared,05/19/2019,"SHOPRITE OLD POST S1 EDISON NJ",50.37,
Cleared,05/19/2019,"99 RANCH #1601 EDISON NJ",152.74,
Cleared,05/18/2019,"HAAGEN DAZS 1150 BRIDGEWATER NJ",8.00,
Cleared,05/18/2019,"SARKU JAPAN SUSHI BRIDGEWATER NJ",9.48,
Cleared,05/15/2019,"MCDONALD'S F11829 CLINTON NJ",3.19,
Cleared,05/12/2019,"DUN HUANG EDISON NJ",31.78,
Cleared,05/12/2019,"H MART EDISON EDISON NJ",95.13,
Cleared,05/12/2019,"TOUS LES JOURS EDISON NJ",7.25,
Cleared,05/11/2019,"WAL-MART #2582 CLINTON NJ",30.94,
Cleared,05/11/2019,"SHOPRITE CLINTON S1 CLINTON NJ",93.66,
Cleared,05/05/2019,"NOODLE PLUS. EDISON NJ",27.88,
Cleared,05/05/2019,"99 RANCH #1601 EDISON NJ",2.80,
Cleared,05/05/2019,"99 RANCH #1601 EDISON NJ",102.58,
Cleared,05/04/2019,"SHOPRITE CLINTON S1 CLINTON NJ",112.06,
Cleared,05/03/2019,"VALERO CLINTON CLINTON NJ",49.12,
Cleared,05/02/2019,"HUNTERDON HEALTHCARE C FLEMINGTON NJ",19.30,
Cleared,05/02/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",6.34,
Cleared,05/01/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",5.43,
Cleared,04/27/2019,"MCDONALD'S F11829 CLINTON NJ",21.37,
Cleared,04/25/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",5.09,
Cleared,04/22/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",5.72,
Cleared,04/15/2019,"EXXON CLINTON 197929 9 ANNANDALE Digital Account Number XXXXXXXXXXXX121",5.28,
