Sale,1/2/17,SHOPRITE CLINTON S1    CLINTON       NJ,-65.08,Supplies
Sale,1/11/17,HUNTERDON PEDIATRIC AS CLINTON       NJ,-25,Health Care
Sale,1/13/17,WAL-MART #2582         CLINTON       NJ,-1.6,Supplies
Sale,1/13/17,WAL-MART #2582         CLINTON       NJ,-16.27,Supplies
Sale,1/17/17,TEAVANA STORE 28246    BRIDGEWATER   NJ,-19.96,Supplies
Sale,1/17/17,STARBUCKS STORE 0739   BRIDGEWATER,-3.47,Dining Out
Sale,1/20/17,NYCDOT PARKING METERS  LONG IS CITY,-2,Travel
Sale,1/20/17,NYCDOT PARKING METERS  LONG IS CITY,-0.75,Travel
Sale,1/22/17,TJ MAXX #405           CLINTON       NJ,-50.47,Supplies
Sale,1/22/17,SHOPRITE CLINTON S1    CLINTON,-85.66,Supplies
Sale,2/15/17,WAL-MART #2582         CLINTON       NJ,-9.67,Supplies
Sale,2/15/17,HUNTERDON FAMILY MEDIC CLINTON       NJ,-25,Health Care
Sale,2/15/17,TJ MAXX #405 000000405 CLINTON,-67.5,Supplies
Sale,2/23/17,DIABETES & ENDOCRINE A FLEMINGTON    NJ,-35,Health Care
Sale,2/26/17,MARKET FRESH A-2       NEWARK,-6.15,Supplies
Sale,3/1/17,MEXICAN FIESTA         SAN DIEGO     CA,-15.06,Supplies
Sale,3/2/17,KIDS LOVE SAN DIEGO    SAN DIEGO     CA,-5.39,Supplies
Sale,3/2/17,BOOKSELLERS ST1144     SAN DIEGO     CA,-7,Supplies
Sale,3/7/17,TJ MAXX #405           CLINTON       NJ,-14.99,Supplies
Sale,3/7/17,WAL-MART #2582         CLINTON       NJ,-51.5,Supplies
Sale,3/8/17,WAL-MART #2582         CLINTON       NJ,-3.69,Supplies
Sale,3/8/17,WAL-MART #2582         CLINTON       NJ,-12.06,Supplies
Sale,3/8/17,HUNTERDON PEDIATRIC AS CLINTON       NJ,-25,Health Care
Sale,3/15/17,WAL-MART #2582         CLINTON       NJ,-27.99,Supplies
Sale,3/17/17,NYCDOT PARKING METERS  LONG IS CITY  NY,-2,Travel
Sale,3/17/17,NYCDOT PARKING METERS  LONG IS CITY  NY,-2,Travel
Sale,3/18/17,COACH INC 5052         FLEMINGTON    NJ,-122.37,Supplies
Sale,3/19/17,LUSH BRIDGEWTR CMN (72 BRIDGEWATER   NJ,-24.35,Supplies
Sale,3/19/17,MARBLES #8039          BRIDGEWATER   NJ,-28.87,Supplies
Sale,3/24/17,ZUFALL HEALTH CENTER I DOVER         NJ,-40,Supplies
Sale,3/25/17,SHOPRITE CLINTON S1    CLINTON       NJ,-104.99,Supplies
Sale,3/26/17,HUDSON NEWS  ST795     ELIZABETH     NJ,-2.69,Dining Out
Sale,3/27/17,GAP OUTLET US 2537     NEW ORLEANS   LA,-40.65,Supplies
Sale,3/27/17,0460 FOREVER 21        NEW ORLEANS   LA,-9.79,Supplies
Sale,3/28/17,CAJUN MARKET           NEW ORLEANS   LA,-8.02,Supplies
Sale,3/29/17,CAJUN MARKET           NEW ORLEANS   LA,-8.02,Supplies
Sale,3/30/17,HUDSONNEWS  ST1192     KENNER        LA,-21.2,Supplies
Sale,4/8/17,WAL-MART SUPERCENTER 2 FLEMINGTON,-13.94,Supplies
Sale,4/8/17,INTUIT *TURBOTAX       800-446-8848,-48.08,Work related
Sale,4/15/17,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-90.96,Supplies
Sale,4/16/17,PANERA BREAD #601492   PISCATAWAY    NJ,-19.84,Dining Out
Sale,4/16/17,THE HOME DEPOT #0947   BRIDGEWATER   NJ,-41.41,Supplies
Sale,4/17/17,SHOPRITE CLINTON S1    CLINTON       NJ,-126.06,Supplies
Sale,4/22/17,ANN TAYLOR FACTORY #12 FLEMINGTON    NJ,-19.99,Supplies
Sale,4/29/17,UNIQLO BRIDGEWATER #39 BRIDGEWATER   NJ,-25.8,Supplies
